temperatureMax,windBearing,dewPoint,cloudCover,windSpeed,pressure,apparentTemperatureHigh,visibility,humidity,apparentTemperatureLow,apparentTemperatureMax,uvIndex,temperatureLow,temperatureMin,temperatureHigh,apparentTemperatureMin,moonPhase,temperatureMaxTime,day
17.07,227,9.78,0.39,4.08,1012.91,17.07,12.84,0.85,6.9,17.07,2,8.74,9.03,17.07,7.44,0.45,2012-09-28 13:00,2012-09-28
15.83,270,6.81,0.17,3.36,1017.85,15.83,13.21,0.75,4.87,15.83,2,6.42,8.71,15.83,6.9,0.48,2012-09-29 13:00,2012-09-29
16.46,221,8.66,0.48,4.6,1019,16.46,13.15,0.81,13.66,16.46,2,13.66,6.42,16.46,4.87,0.52,2012-09-30 13:00,2012-09-30
16.24,217,12.43,0.61,4.57,1012.11,16.24,11.43,0.89,10.87,16.24,2,10.87,12.37,16.24,12.37,0.55,2012-10-01 16:00,2012-10-01
16.44,211,10.9,0.39,5.09,1010.12,16.44,12.55,0.85,11.06,16.44,2,11.06,10.87,16.44,10.87,0.58,2012-10-02 13:00,2012-10-02
14.34,230,8.97,0.36,4.65,1005.61,14.34,12.99,0.8,5.02,14.34,2,7.19,9.35,14.34,7.78,0.61,2012-10-03 15:00,2012-10-03
14.99,235,7.55,0.28,3.65,1008.02,14.99,12.79,0.79,10.98,14.99,2,10.98,7.19,14.99,5.02,0.63,2012-10-04 16:00,2012-10-04
15.6,244,10.05,0.61,3,1006.96,15.49,10.11,0.86,5.86,15.65,2,7.61,9.16,15.49,8.34,0.66,2012-10-05 5:00,2012-10-05
14.89,6,7.3,0.4,1.75,1012.51,14.89,11.06,0.83,5.17,14.89,2,5.27,7.61,14.89,5.86,0.69,2012-10-06 15:00,2012-10-06
13.64,337,7.43,0.25,0.4,1021.29,13.64,9.98,0.87,8.79,13.64,2,9.49,5.27,13.64,5.17,0.73,2012-10-07 15:00,2012-10-07
12.22,88,10.23,0.61,2.49,1015.27,12.22,7.84,0.92,7.73,12.22,1,9.07,9.51,12.22,8.84,0.76,2012-10-08 14:00,2012-10-08
14.23,57,8.4,0.58,2.66,1015.96,14.23,10.12,0.82,6.21,14.23,2,7.04,9.07,14.23,7.73,0.79,2012-10-09 13:00,2012-10-09
14.13,93,6.21,0.56,2.16,1015.24,14.13,13.21,0.74,7.37,14.13,2,9.15,7.04,14.13,6.21,0.82,2012-10-10 13:00,2012-10-10
14.72,250,7.08,0.48,5.42,1005.33,13.99,13.07,0.75,6.47,14.73,2,6.47,8.51,13.99,7.12,0.89,2012-10-11 23:00,2012-10-12
14.88,119,10.58,0.71,3.2,1004.43,14.92,8.69,0.89,10.37,14.99,1,10.37,9.15,14.88,7.37,0.85,2012-10-11 18:00,2012-10-11
11.53,252,6.15,0.29,2.18,1004.92,11.53,12.94,0.84,1.64,11.53,2,2.81,6.41,11.53,4.01,0.92,2012-10-13 14:00,2012-10-13
12.32,300,4.1,0.2,2.36,1002.5,12.32,11.86,0.8,2.83,12.32,2,4.09,2.81,12.32,1.64,0.96,2012-10-14 14:00,2012-10-14
13.03,220,6.39,0.31,2.97,1002.67,13.03,12.17,0.84,7.15,13.03,1,9.81,4.09,13.03,2.83,0.99,2012-10-15 14:00,2012-10-15
14.74,226,6.91,0.39,5.37,1000.8,14.74,12.59,0.74,7.41,14.74,1,8.8,9.06,14.74,7.15,0.03,2012-10-16 14:00,2012-10-16
16.6,178,9.87,0.42,4.66,998.22,16.6,12.2,0.82,12.15,16.6,1,12.15,8.8,16.6,7.41,0.07,2012-10-17 13:00,2012-10-17
13.21,88,11.64,0.66,0.51,1007.63,13.01,8.42,0.95,8.9,13.21,1,9.57,11.98,13.01,11.98,0.15,2012-10-18 23:00,2012-10-19
16.04,181,11.2,0.44,4.18,1001.82,16.04,13.23,0.85,11.98,16.04,1,11.98,12.15,16.04,12.15,0.11,2012-10-18 15:00,2012-10-18
14.01,233,10.16,0.61,0.86,1015.85,14.01,8.01,0.91,10.19,14.01,1,10.19,9.57,14.01,8.9,0.18,2012-10-20 14:00,2012-10-20
12.41,41,10.32,0.69,3.37,1018.09,12.41,9.22,0.94,11.6,12.41,1,11.6,10.19,12.41,10.19,0.22,2012-10-21 12:00,2012-10-21
14.05,14,12.61,0.88,2.3,1023.66,13.51,1.82,0.96,13.08,14.05,1,13.08,12.46,13.51,12.46,0.29,2012-10-22 23:00,2012-10-23
14.73,51,13.32,0.9,2.57,1019.88,14.79,1.48,0.98,12.51,14.79,1,12.51,12.02,14.73,12.02,0.26,2012-10-22 15:00,2012-10-22
16.18,56,12.82,0.74,3.45,1019.7,16.18,2.45,0.92,12.94,16.18,1,12.94,13.08,16.18,13.08,0.33,2012-10-24 14:00,2012-10-24
13.61,59,10.89,0.81,5.16,1016.51,13.28,7.9,0.91,5.61,13.61,1,8.5,10.09,13.28,10.09,0.36,2012-10-25 1:00,2012-10-25
10.11,32,4.64,0.7,5.19,1012.84,6.19,12.33,0.79,-2.56,10.11,1,2.49,4.19,8.96,-0.37,0.4,2012-10-25 23:00,2012-10-26
7.68,347,1.48,0.39,5.79,1015.91,3.78,13.07,0.79,-0.94,3.78,1,1.43,2.49,7.68,-2.56,0.43,2012-10-27 12:00,2012-10-27
9.17,234,3.96,0.42,3.13,1015.62,6.89,12.68,0.88,5.25,6.89,1,7.66,1.43,9.17,-0.94,0.46,2012-10-28 15:00,2012-10-28
12.4,238,7.73,0.45,2.95,1008.71,12.4,12.49,0.89,3.44,12.4,1,5.57,7.66,12.4,5.47,0.49,2012-10-29 12:00,2012-10-29
10.92,259,5,0.45,2.37,1004.48,10.92,11.25,0.84,4.43,10.92,1,6.45,5.57,10.92,3.44,0.52,2012-10-30 13:00,2012-10-30
12.36,185,6.24,0.49,5.32,989.93,12.36,12.99,0.79,4.38,12.36,1,6.85,6.45,12.36,4.43,0.55,2012-10-31 12:00,2012-10-31
11.46,225,5.06,0.44,4.07,979.63,6.6,12.54,0.85,0.85,11.46,1,4.2,4.2,9.42,0.85,0.58,2012-11-01 0:00,2012-11-01
9.78,229,2.96,0.23,4.31,991.25,6.88,12.96,0.77,1.56,6.88,1,3.22,4.61,9.78,1.81,0.61,2012-11-02 13:00,2012-11-02
9.45,226,2.79,0.25,3.16,996.52,6.47,12.71,0.79,1.33,6.47,1,2.96,3.22,9.45,1.56,0.64,2012-11-03 12:00,2012-11-03
8.67,229,3.97,0.59,0.59,994.21,7.03,9.99,0.92,2.83,7.03,1,2.94,2.96,8.67,1.18,0.67,2012-11-04 12:00,2012-11-04
9.19,338,3.37,0.41,2.09,1006.26,7.08,9.08,0.83,-1.72,7.08,1,0.92,2.94,9.19,2.62,0.7,2012-11-05 13:00,2012-11-05
9.67,257,3.89,0.33,3.58,1020.29,7.17,10.41,0.87,2.35,7.17,1,4.97,0.92,9.67,-1.72,0.74,2012-11-06 14:00,2012-11-06
9.93,247,5.79,0.47,4.2,1024.32,7.64,12.67,0.86,5.13,7.64,1,7.81,4.97,9.93,2.35,0.77,2012-11-07 11:00,2012-11-07
12.34,245,6.19,0.64,3.72,1019.18,12.34,13.36,0.78,6.7,12.34,1,8.13,7.81,12.34,5.13,0.8,2012-11-08 12:00,2012-11-08
11.27,195,6.21,0.7,3.17,1010.05,11.27,13.37,0.8,7.16,11.27,1,8.8,8.13,11.27,6.7,0.84,2012-11-09 14:00,2012-11-09
10.31,220,7.38,0.49,2.38,997.84,8.79,11.78,0.91,0.46,10.31,1,2.1,5.2,9.78,3.38,0.87,2012-11-10 4:00,2012-11-10
9.87,247,3.49,0.22,1.98,1011.6,8.39,10.32,0.88,3.28,8.39,1,4.52,2.1,9.87,0.46,0.91,2012-11-11 14:00,2012-11-11
12.18,204,7.51,0.5,3.06,1020.98,12.06,10.04,0.92,10.06,12.18,1,10.06,4.52,12.06,3.72,0.95,2012-11-12 20:00,2012-11-12
14.66,203,10.34,0.54,3.23,1026.29,14.66,11.49,0.88,10.47,14.66,1,10.47,10.06,14.66,10.06,0.98,2012-11-13 13:00,2012-11-13
12.62,113,8.13,0.55,1.86,1026.48,12.62,9.21,0.86,6.64,12.62,1,6.64,7.33,12.62,7.08,0.02,2012-11-14 14:00,2012-11-14
9.07,101,5.96,0.71,0.62,1022.69,9.07,4.06,0.92,4.89,9.07,1,5.91,6.45,9.07,5.43,0.06,2012-11-15 14:00,2012-11-15
9.19,139,6.3,0.9,2,1014.76,7.24,3.48,0.92,7.13,7.75,1,8.94,5.91,9.11,4.89,0.1,2012-11-16 22:00,2012-11-16
12.44,243,8.66,0.65,1.69,1007.72,12.44,9.32,0.88,2.07,12.44,1,2.07,8.18,12.44,7.04,0.13,2012-11-17 8:00,2012-11-17
9.42,236,2.5,0.3,0.72,1014.66,9.42,12.57,0.82,1.42,9.42,1,3.42,2.07,9.42,2.07,0.17,2012-11-18 12:00,2012-11-18
11.23,179,5.32,0.5,4.13,1011.21,11.23,12.38,0.82,10.79,11.23,1,10.79,3.49,11.23,1.42,0.21,2012-11-19 12:00,2012-11-19
13.46,182,10.63,0.76,5.74,1008.74,13.46,10.81,0.9,7.23,13.46,1,9.73,10.88,13.46,10.88,0.24,2012-11-20 12:00,2012-11-20
11.87,197,7.8,0.45,2.82,1007.68,10.8,10.65,0.91,3.68,11.87,1,6.06,6.06,10.8,3.42,0.28,2012-11-21 0:00,2012-11-21
13.09,191,7.94,0.54,7.58,1011.36,13.09,12.73,0.81,3.97,13.09,1,6.02,6.56,13.09,4.09,0.31,2012-11-22 12:00,2012-11-22
10.7,212,6.02,0.38,2.71,1011.69,10.7,11.46,0.89,2.99,10.7,1,3.64,5.12,10.7,3.97,0.34,2012-11-23 14:00,2012-11-23
9.91,104,6.52,0.58,3.43,1010.19,6.44,5.7,0.97,2.87,7.11,1,7.46,3.64,9.36,2.99,0.38,2012-11-24 23:00,2012-11-24
12.54,225,6.88,0.54,6.54,1001.79,10.92,12.36,0.81,6.04,12.54,1,7.68,7.46,10.92,2.87,0.41,2012-11-25 2:00,2012-11-25
10.69,208,7.1,0.64,1.29,998.27,9.52,11.31,0.91,5,10.69,1,7.17,7.17,9.52,5,0.44,2012-11-26 1:00,2012-11-26
8.47,346,5.98,0.72,3.98,1003.65,6.07,9.69,0.9,2.49,6.07,1,5.84,6.42,8.47,3.08,0.47,2012-11-27 13:00,2012-11-27
6.89,342,3.31,0.65,5.17,1012.91,3.34,13.2,0.83,-1.39,3.34,1,2.23,3.45,6.89,-0.33,0.5,2012-11-28 13:00,2012-11-28
5.84,320,0.73,0.36,3.2,1012.58,3.18,12.92,0.83,-2.51,3.18,1,-0.89,1.63,5.84,-1.39,0.53,2012-11-29 14:00,2012-11-29
4.37,278,-0.24,0.25,1.55,1011.91,2.52,10.01,0.88,-4.31,2.52,1,-1.35,-0.89,4.37,-2.57,0.56,2012-11-30 13:00,2012-11-30
5.73,274,-0.17,0.31,2.68,1014.56,2.61,8.92,0.88,-4.97,2.61,1,-1.55,-1.35,5.73,-4.31,0.59,2012-12-01 15:00,2012-12-01
4.76,263,-1.13,0.31,2.1,1016.35,2.71,12.81,0.84,0.09,2.71,1,1.77,-1.55,4.76,-4.97,0.62,2012-12-02 14:00,2012-12-02
10.22,248,4.75,0.58,3.55,1007.42,10.22,10.67,0.87,-2.14,10.22,1,2.33,2.94,10.22,0.57,0.65,2012-12-03 10:00,2012-12-03
7.73,266,1.43,0.21,4.36,1003.4,4.36,12.89,0.82,-1.96,4.36,1,-0.77,1.21,7.73,-2.14,0.68,2012-12-04 14:00,2012-12-04
3.89,311,-0.69,0.39,3.05,1008.05,-0.07,11.14,0.84,-5.79,-0.07,1,-2.82,-0.77,3.89,-2.82,0.71,2012-12-05 14:00,2012-12-05
4.84,212,-1.32,0.43,3.07,1013.58,0.03,12.55,0.84,-1.81,0.37,1,2.99,-2.82,4.13,-5.79,0.75,2012-12-06 23:00,2012-12-06
6.33,299,1.59,0.56,5.63,1001.72,2.12,12.84,0.8,1.16,2.12,1,3.9,2.97,6.33,-2.07,0.78,2012-12-07 14:00,2012-12-07
6.46,299,1.79,0.52,2.14,1023.19,4.69,12.39,0.83,0.01,4.69,1,3.17,3.17,6.46,0.01,0.82,2012-12-08 12:00,2012-12-08
8.66,271,3.43,0.53,5.44,1018.89,5.37,13.33,0.8,-0.58,5.37,1,3.21,3.86,8.66,0.49,0.86,2012-12-09 13:00,2012-12-09
5.59,326,0.61,0.27,3.93,1022.18,2.23,13.18,0.79,-2.17,2.23,1,-0.23,1.55,5.59,-1.04,0.89,2012-12-10 14:00,2012-12-10
2.7,326,-1.19,0.29,1.67,1029.42,1.26,6.18,0.89,-3.83,1.26,1,-3.83,-2.49,2.7,-2.49,0.93,2012-12-11 14:00,2012-12-11
1.8,155,-2.29,0.45,0.73,1020.51,1.8,6.49,0.91,-3.72,1.8,1,-1.35,-3.83,1.8,-3.83,0.97,2012-12-12 16:00,2012-12-12
1.58,78,-1.81,0.6,2.09,1005.66,-1.1,6.78,0.87,-2.88,-1.1,1,0.82,-1.35,1.58,-3.72,0.01,2012-12-13 14:00,2012-12-13
10.34,168,5.46,0.71,4.22,985.82,10.34,7.45,0.92,4.48,10.34,0,7.54,1.93,10.34,-0.92,0.05,2012-12-14 16:00,2012-12-14
11.17,211,6.32,0.39,4.93,991.49,11.17,13.15,0.86,3.01,11.17,1,5.32,6.91,11.17,4.32,0.08,2012-12-15 12:00,2012-12-15
9.82,207,5.42,0.39,3.07,999.72,7.78,12.86,0.89,3.08,7.78,1,5.62,5.32,9.82,3.01,0.12,2012-12-16 13:00,2012-12-16
9.1,230,4.71,0.32,3.79,1001.69,6.39,12.71,0.86,2.47,6.39,1,5.04,5.62,9.1,3.08,0.15,2012-12-17 14:00,2012-12-17
7.96,291,4.36,0.62,2.17,1014.41,7.12,11.65,0.86,0.96,7.12,0,3.07,4.66,7.96,2.47,0.19,2012-12-18 14:00,2012-12-18
7.44,119,4.27,0.52,4.02,1016.68,4.49,7.87,0.92,2.59,4.49,1,6.44,3.07,7.44,0.96,0.22,2012-12-19 12:00,2012-12-19
9.57,137,7.49,0.76,3.54,1002.52,7.93,8.96,0.96,4.47,7.93,0,6.75,6.53,9.57,2.82,0.26,2012-12-20 19:00,2012-12-20
9.69,240,6.22,0.44,3.21,1009.54,7.58,12.15,0.91,4.44,7.58,1,6.04,6.3,9.69,4.44,0.29,2012-12-21 14:00,2012-12-21
13.07,200,9.32,0.67,3.91,1005.25,13.07,10.15,0.96,12.34,13.07,0,12.34,6.04,13.07,4.44,0.32,2012-12-22 17:00,2012-12-22
13.08,231,9.3,0.53,5.51,1003.59,12.56,12.73,0.86,5.49,13.08,1,7.57,9.34,12.56,7.75,0.35,2012-12-23 3:00,2012-12-23
12.3,201,8.28,0.61,4.28,999.12,12.3,10.85,0.91,4.44,12.3,1,7.25,7.57,12.3,5.49,0.38,2012-12-24 13:00,2012-12-24
9.14,225,6.27,0.56,4.39,995.66,6.05,13.07,0.89,1.34,6.49,1,4.83,6.46,9.14,3.86,0.41,2012-12-25 14:00,2012-12-25
10.18,230,5.73,0.39,5.05,1004.15,10.18,12.94,0.88,3.74,10.18,1,6.42,4.83,10.18,1.34,0.44,2012-12-26 18:00,2012-12-26
7.97,258,4.81,0.51,4.09,1005.46,5.36,12.46,0.84,3.99,5.36,1,5.45,6.42,7.97,3.64,0.47,2012-12-27 10:00,2012-12-27
12.34,207,7.73,0.7,4.78,1016.76,12.28,11.46,0.89,11.46,12.34,0,11.46,5.45,12.28,3.99,0.51,2012-12-28 20:00,2012-12-28
11.97,204,7.41,0.59,7.6,1004.18,11.48,12.5,0.83,1.25,11.97,0,5.44,7.28,11.48,3.69,0.53,2012-12-29 3:00,2012-12-29
10.9,231,3.9,0.37,6.82,1009.95,6.47,13.2,0.77,0.91,10.9,1,4.22,5.44,9.51,1.25,0.56,2012-12-30 23:00,2012-12-30
9.24,264,3.28,0.38,4.55,1007.65,4.24,13.15,0.81,0.23,6.97,1,3.31,4.22,7.49,0.88,0.6,2012-12-31 0:00,2012-12-31
7.49,257,2.4,0.43,4,1016.89,2.34,13.15,0.82,1.68,4.38,1,4.42,3.31,5.76,0.23,0.63,2013-01-01 1:00,2013-01-01
10.82,242,5.41,0.61,3.72,1023.12,7.52,11.35,0.91,7.07,10.82,1,9.65,3.31,9.86,0.23,0.66,2013-01-02 22:00,2013-01-02
11.41,255,9.12,0.66,4.36,1032.61,11.41,11.89,0.91,7.08,11.41,1,9.55,9.65,11.41,7.07,0.7,2013-01-03 13:00,2013-01-03
10.79,266,7.31,0.83,4.28,1037.15,10.17,12.34,0.85,5.7,10.79,1,8.07,8.17,10.17,5.7,0.73,2013-01-04 0:00,2013-01-04
10.66,251,7.82,0.72,3.15,1035.16,10.66,9.58,0.92,5.08,10.66,1,6.91,7.84,10.66,5.76,0.77,2013-01-05 14:00,2013-01-05
8.61,232,7,0.67,2.23,1032.19,6.98,5.5,0.96,5.24,6.98,1,7.1,6.91,7.97,5.08,0.8,2013-01-06 22:00,2013-01-06
9.08,206,6.78,0.84,3.27,1026.88,6.36,9.7,0.92,6.03,7.31,1,8.19,7.1,8.56,5.24,0.84,2013-01-07 23:00,2013-01-07
